Title,Image URL,Year,Time,Audience Type,Rating,Vote Count,Metacritic Score,Content,Director,Stars,Movie Link
8. Click,"https://m.media-amazon.com/images/M/MV5BMTA1MTUxNDY4NzReQTJeQWpwZ15BbWU2MDE3ODAxNw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2006,1h 47m,12A,6.4,(361K),45,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,Ken Hughes,Marisa Tomei,https://www.imdb.com/title/tt0389860/?ref_=ls_t_8
9. Deathtrap,"https://m.media-amazon.com/images/M/MV5BMjQ4NTE1NjUwNl5BMl5BanBnXkFtZTgwMzEzNTU1NTM@._V1_QL75_UY207_CR1,0,140,207_.jpg",1982,1h 56m,PG,7.0,(16K),54,"A struggling playwright invites a young writer to his home to discuss a script, but the meeting spirals into a deadly game of deception and betrayal.",John Huston,James L. Brooks,https://www.imdb.com/title/tt0083806/?ref_=ls_t_9
10. The Devil Wears Prada,"https://m.media-amazon.com/images/M/MV5BZjQ3ZTIzOTItMGNjNC00MWRmLWJlMGEtMjJmMDM5ZDIzZGM3XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_QL75_UY207_CR0,0,140,207_.jpg",2006,1h 49m,PG,6.9,(479K),62,"A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.",Frank Coraci,Jack Nicholson,https://www.imdb.com/title/tt0458352/?ref_=ls_t_10
11. Diary of a Mad Black Woman,"https://m.media-amazon.com/images/M/MV5BMTIyOTA1NTg0NV5BMl5BanBnXkFtZTcwMzE2MzgyMQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2005,1h 56m,12,5.7,(16K),36,A couple's seemingly solid marriage begins to crumble when the wife discovers that her husband intends to divorce her.,Sidney Lumet,Helen Hunt,https://www.imdb.com/title/tt0422093/?ref_=ls_t_11
12. The First Wives Club,"https://m.media-amazon.com/images/M/MV5BOTUxMDkzMTItMzAxMC00MWY5LTk1N2ItMTEzOTRmZDYzOTE4XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_QL75_UY207_CR0,0,140,207_.jpg",1996,1h 43m,PG,6.4,(55K),59,"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.",David Frankel,Greg Kinnear,https://www.imdb.com/title/tt0116313/?ref_=ls_t_12
13. A Fish Called Wanda,"https://m.media-amazon.com/images/M/MV5BNTQ0ODhiNjEtMDFiYi00NmZhLWJkMzQtNTBkOGQwOTliZDAxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",1988,1h 48m,15,7.5,(155K),80,"In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool the very proper barrister Archibald Leach.",Darren Grant,Bille Woodruff,https://www.imdb.com/title/tt0095159/?ref_=ls_t_13
14. The Full Monty,"https://m.media-amazon.com/images/M/MV5BY2NjMGQzZmItMTMwYS00MDA2LWFmZmYtNjA4MTQ2ODNjYzRiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,0,140,207_.jpg",1997,1h 31m,15,7.2,(115K),75,"Six unemployed steel workers form a male striptease act. The women cheer them on to go for ""the full monty"" - total nudity.",Hugh Wilson,Queen Latifah,https://www.imdb.com/title/tt0119164/?ref_=ls_t_14
15. The Gods Must Be Crazy,"https://m.media-amazon.com/images/M/MV5BMmExNTIzZTQtMmUxNC00NTUwLTg1MTgtMzUxYWE5ZjdmZGRmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,2,140,207_.jpg",1980,1h 49m,PG,7.3,(60K),73,"A comic allegory about a traveling Bushman who encounters modern civilization and its stranger aspects, including a clumsy scientist and a band of revolutionaries.",Charles Crichton,Alicia Silverstone,https://www.imdb.com/title/tt0080801/?ref_=ls_t_15
16. Guarding Tess,"https://m.media-amazon.com/images/M/MV5BNzFkM2RiNWQtOWQxNy00ZWNmLWIyZTktNmJjZmY1ZTliZjU1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1994,1h 36m,12,6.2,(20K),50,"A former U.S. First Lady wants a particular Secret Service agent to head her bodyguard detail, even though he can't stand her.",John Cleese,Djimon Hounsou,https://www.imdb.com/title/tt0109951/?ref_=ls_t_16
17. Hopscotch,"https://m.media-amazon.com/images/M/MV5BNmZhNWEyNmYtOWQyNy00OTY2LTk3MDQtMjM1YWVlOGRlMWMyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,3,140,207_.jpg",1980,1h 46m,AA,7.1,(9.1K),59,"Grounded with a desk job by incompetent superiors, a clever CIA agent retires and writes a tell all memoir that will embarrass his bosses, prompting him to go on the run and elude them.",Peter Cattaneo,Mel Brooks,https://www.imdb.com/title/tt0080889/?ref_=ls_t_17
18. Legally Blonde,"https://m.media-amazon.com/images/M/MV5BNTEyNjUwMTkxMV5BMl5BanBnXkFtZTcwNjk0NDk0NA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",2001,1h 36m,12,6.5,(253K),80,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school. While she is there, she figures out that there is more to her than just looks.",Jamie Uys,Cleavon Little,https://www.imdb.com/title/tt0250494/?ref_=ls_t_18
19. Little Miss Sunshine,"https://m.media-amazon.com/images/M/MV5BMTgzNTgzODU0NV5BMl5BanBnXkFtZTcwMjEyMjMzMQ@@._V1_QL75_UY207_CR0,0,140,207_.jpg",2006,1h 41m,15,7.8,(523K),91,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,Hugh Wilson,Gene Wilder,https://www.imdb.com/title/tt0449059/?ref_=ls_t_19
20. Monty Python and the Holy Grail,"https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,1,140,207_.jpg",1975,1h 31m,12A,8.2,(575K),68,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",Ronald Neame,Slim Pickens,https://www.imdb.com/title/tt0071853/?ref_=ls_t_20
21. My Cousin Vinny,"https://m.media-amazon.com/images/M/MV5BMTQxNDYzMTg1M15BMl5BanBnXkFtZTgwNzk4MDgxMTE@._V1_QL75_UX140_CR0,0,140,207_.jpg",1992,2h,15,7.6,(143K),26,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",Robert Luketic,Harold Ramis,https://www.imdb.com/title/tt0104952/?ref_=ls_t_21
22. A Night at the Opera,"https://m.media-amazon.com/images/M/MV5BMTYyNjgwMDg4NF5BMl5BanBnXkFtZTgwNTQ5MTM4MTE@._V1_QL75_UY207_CR1,0,140,207_.jpg",1935,1h 36m,U,7.8,(35K),69,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,Jonathan Dayton,Chevy Chase,https://www.imdb.com/title/tt0026778/?ref_=ls_t_22
23. Patch Adams,"https://m.media-amazon.com/images/M/MV5BNzM4Y2FlNzYtZmY5Yy00NzU4LTk1ODItY2NjYWYzYzUyZGM3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",1998,1h 55m,12,6.8,(123K),98,"The true story of a heroic man, Hunter ""Patch"" Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos.",Valerie Faris,Rodney Dangerfield,https://www.imdb.com/title/tt0129290/?ref_=ls_t_23
1. Pitch Black,"https://m.media-amazon.com/images/M/MV5BNTNmYzE1OWYtZDdjNC00OTdhLTg1YjUtYWJlZTVkMzkzNmVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR0,0,140,207_.jpg",2000,1h 49m,15,7.0,(255K),49,A transport ship crashes and leaves its crew stranded on a desert planet inhabited by bloodthirsty creatures that come out during an eclipse.,David Twohy,David Twohy,https://www.imdb.com/title/tt0134847/?ref_=ls_t_1
2. Isn't She Great,"https://m.media-amazon.com/images/M/MV5BYmYyYmY5MWYtMjA0Yi00ZjgzLWE5ZjItNjdhOGRjMTc0MzY0XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,1h 35m,15,5.3,(2.6K),34,"Bette Midler and Nathan Lane star in this comedy about Jacqueline Susann, the ambitious woman of dubious talent who wrote Valley of the Dolls, a best-selling novel that became a sensation.",Andrew Bergman,Radha Mitchell,https://www.imdb.com/title/tt0141399/?ref_=ls_t_2
3. Erin Brockovich,"https://m.media-amazon.com/images/M/MV5BYTA1NWRkNTktNDMxNS00NjE4LWEzMDAtNzA3YzlhYzRhNDA4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,2h 11m,15,7.4,(224K),73,An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,Steven Soderbergh,Cole Hauser,https://www.imdb.com/title/tt0195685/?ref_=ls_t_3
4. The Skulls,"https://m.media-amazon.com/images/M/MV5BODA2OTQ0NzctZTYwNi00N2E2LWJhN2UtOTc4N2UzYWRiOWVjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",2000,1h 46m,15,5.6,(34K),24,"A senior at an ivy league college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a price.",Rob Cohen,Vin Diesel,https://www.imdb.com/title/tt0192614/?ref_=ls_t_4
5. U-571,"https://m.media-amazon.com/images/M/MV5BMDE0YzUwMzMtY2NhZS00OGYxLWFhOWItN2ZlZThjOTA0NDQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",2000,1h 56m,12,6.6,(88K),62,A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.,Jonathan Mostow,Andrew Bergman,https://www.imdb.com/title/tt0141926/?ref_=ls_t_5
6. The Flintstones in Viva Rock Vegas,"https://m.media-amazon.com/images/M/MV5BNTUzYzQzMGQtNTYyNS00NmUzLThmZmUtMmIyNjQzNDU4YWYwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UY207_CR0,0,140,207_.jpg",2000,1h 30m,PG,3.7,(26K),27,"In this live-action prequel to The Flintstones (1994), the Flintstones and the Rubbles go on a trip to Rock Vegas, where Wilma Slaghoople is pursued by playboy Chip Rockefeller.",Brian Levant,Bette Midler,https://www.imdb.com/title/tt0158622/?ref_=ls_t_6
7. Gladiator,"https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,2h 35m,15,8.5,(1.6M),67,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Ridley Scott,Nathan Lane,https://www.imdb.com/title/tt0172495/?ref_=ls_t_7
8. Screwed,"https://m.media-amazon.com/images/M/MV5BYWE4NGU0NWMtNzNiZC00ZTFiLThiMTYtMGFkYjVmMjk5Nzk3XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX140_CR0,1,140,207_.jpg",2000,1h 21m,15,5.6,(9.6K),7,"A chauffeur kidnaps his rich boss's dog to hold it for ransom, but when she accidentally gets the dog back, she thinks that it's the chauffeur who's been kidnapped.",Scott Alexander,Stockard Channing,https://www.imdb.com/title/tt0156323/?ref_=ls_t_8
9. The Adventures of Rocky & Bullwinkle,"https://m.media-amazon.com/images/M/MV5BNWNiYmIwNjItNTYzNC00NzQyLTlkOTEtM2M4NDg4NTQxYmMzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,1h 32m,U,4.3,(21K),36,"When enemies Boris, Natasha, and Fearless Leader escape into the real world with a nefarious scheme, Rocky and Bullwinkle do the same, and team up with a young F.B.I. Agent to stop the trio.",Larry Karaszewski,Steven Soderbergh,https://www.imdb.com/title/tt0131704/?ref_=ls_t_9
10. Nutty Professor II: The Klumps,"https://m.media-amazon.com/images/M/MV5BNjcyOWM2NTUtYzRjYS00ZTQ4LWFlZGItNTE2MDg4MGIxNjAyXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UY207_CR5,0,140,207_.jpg",2000,1h 46m,12,4.5,(54K),38,"Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines, and his reputation, are threatened by his evil clone Buddy Love.",Des McAnuff,Julia Roberts,https://www.imdb.com/title/tt0144528/?ref_=ls_t_10
11. Bring It On,"https://m.media-amazon.com/images/M/MV5BZmFlOWY1YTMtOGRkZC00ODRmLTlkNTQtZDBhNGU1Y2E0NmE1XkEyXkFqcGdeQXVyNDUzNzgxODE@._V1_QL75_UY207_CR4,0,140,207_.jpg",2000,1h 38m,12,6.1,(107K),52,A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.,Peter Segal,Albert Finney,https://www.imdb.com/title/tt0204946/?ref_=ls_t_11
12. The Watcher,"https://m.media-amazon.com/images/M/MV5BZGE4ZDRiNmItOTdhNy00YjFkLWEzMWQtYTZkZjhmNTg3ZGYyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,1h 37m,15,5.3,(29K),22,"David Allen Griffin is a cool killer- time and time again, he chooses a female victim, studies her for weeks till he knows her routine to the smallest detail, makes meticulous preparations using his forensic knowledge to gain entry when she's quite alone, subdues her and administers a long, torturous death. Joel Campbell got so frustrated by his failure to capture Griffin in Los Angeles, that he quit the FBI, moved to Chicago, and remains in psychiatric therapy, unable to function normally. Then he realizes, when opening his mail very late, that a new murder victim is Griffin's, and the killer sent him pictures of her. Campbell reports this to the police, but is unwilling to join them in the search, suggesting Griffin is too slick and clever; yet he won't get out of it that easily.",Peyton Reed,David Brisbin,https://www.imdb.com/title/tt0204626/?ref_=ls_t_12
13. Meet the Parents,"https://m.media-amazon.com/images/M/MV5BMGNlMGZiMmUtZjU0NC00MWU4LWI0YTgtYzdlNGVhZGU4NWZlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,1h 48m,12,7.0,(359K),73,"Chicago male nurse and chronic under-achiever Greg Focker meets his charming teacher girlfriend Pam Byrnes' parents Jack and Dina before proposing, but suspicious Jack is an overprotective former CIA agent - every date's worst nightmare.",Joe Charbanic,Rob Cohen,https://www.imdb.com/title/tt0212338/?ref_=ls_t_13
14. How the Grinch Stole Christmas,"https://m.media-amazon.com/images/M/MV5BNWNiNTczNzEtMjQyZC00MjFmLTkzMDMtODk4ZGMyZmE0N2E4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,1h 44m,PG,6.3,(294K),46,"On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town.",Jay Roach,Joshua Jackson,https://www.imdb.com/title/tt0170016/?ref_=ls_t_14
"15. O Brother, Where Art Thou?","https://m.media-amazon.com/images/M/MV5BMjZkOTdmMWItOTkyNy00MDdjLTlhNTQtYzU3MzdhZjA0ZDEyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,1h 47m,12,7.7,(334K),69,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",Ron Howard,Paul Walker,https://www.imdb.com/title/tt0190590/?ref_=ls_t_15
16. The Family Man,"https://m.media-amazon.com/images/M/MV5BYzYzMTQ4NDYtNWRkZi00NTYxLThlZDItMzI1MmU1MmU5ZWQ3XkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_QL75_UY207_CR4,0,140,207_.jpg",2000,2h 5m,12,6.8,(120K),42,"A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.",Joel Coen,Hill Harper,https://www.imdb.com/title/tt0218967/?ref_=ls_t_16
17. Head Over Heels,"https://m.media-amazon.com/images/M/MV5BNzQxYWE1YzEtYjIyYy00OTc4LTkwZjUtNDUzODUyOGNhNTczXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_QL75_UY207_CR1,0,140,207_.jpg",2001,1h 26m,PG-13,5.4,(15K),27,A young woman is attracted to a man despite her thinking she's seen him kill someone.,Ethan Coen,Jonathan Mostow,https://www.imdb.com/title/tt0192111/?ref_=ls_t_17
18. Hannibal,"https://m.media-amazon.com/images/M/MV5BZDMxMjhiZmItNWMxMC00NzYyLWJiOTYtNGYwOTAyYjU5OWY4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY207_CR2,0,140,207_.jpg",2001,2h 11m,18,6.8,(296K),57,"Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim.",Brett Ratner,Matthew McConaughey,https://www.imdb.com/title/tt0212985/?ref_=ls_t_18
19. Josie and the Pussycats,"https://m.media-amazon.com/images/M/MV5BZDU0MWIzNjctNDJmMi00NGU5LWE0ZjgtYWEzMDk5YWFmNjRkXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_QL75_UX140_CR0,0,140,207_.jpg",2001,1h 38m,PG,5.6,(25K),47,A girl group find themselves in the middle of a conspiracy to deliver subliminal messages through popular music.,Mark Waters,Bill Paxton,https://www.imdb.com/title/tt0236348/?ref_=ls_t_19
20. Bridget Jones's Diary,"https://m.media-amazon.com/images/M/MV5BMjEyMTVmZTktM2QyZi00YTc5LWI4ZmItMWRmNzJiZTRlZjBmXkEyXkFqcGdeQXVyODk1MzE0Mzk@._V1_QL75_UX140_CR0,1,140,207_.jpg",2001,1h 37m,15,6.8,(266K),66,Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.,Ridley Scott,Harvey Keitel,https://www.imdb.com/title/tt0243155/?ref_=ls_t_20
21. The Mummy Returns,"https://m.media-amazon.com/images/M/MV5BY2U1NmZmYTUtZWVjNC00Zjk5LWI0YjAtOTc2NWVkMzE3ODYzXkEyXkFqcGdeQXVyOTYyMTY2NzQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",2001,2h 10m,PG-13,6.4,(349K),48,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.",Harry Elfont,Brian Levant,https://www.imdb.com/title/tt0209163/?ref_=ls_t_21
22. The Fast and the Furious,"https://m.media-amazon.com/images/M/MV5BNzlkNzVjMDMtOTdhZC00MGE1LTkxODctMzFmMjkwZmMxZjFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",2001,1h 46m,15,6.8,(424K),58,Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to end it.,Deborah Kaplan,Mark Addy,https://www.imdb.com/title/tt0232500/?ref_=ls_t_22
23. Jurassic Park III,"https://m.media-amazon.com/images/M/MV5BZDMyZGJjOGItYjJkZC00MDVlLWE0Y2YtZGIwMDExYWE3MGQ3XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_QL75_UY207_CR0,0,140,207_.jpg",2001,1h 32m,PG,5.9,(344K),42,"A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.",Sharon Maguire,Stephen Baldwin,https://www.imdb.com/title/tt0163025/?ref_=ls_t_23
24. American Pie 2,"https://m.media-amazon.com/images/M/MV5BOTEyYjhiMjYtNjU3YS00NmQ4LTlhNTEtYTczNWY3MGJmNzE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",2001,1h 45m,15,6.4,(272K),43,"Jim and his friends are now in college, and they decide to meet up at the beach house for some fun.",Stephen Sommers,Kristen Johnston,https://www.imdb.com/title/tt0252866/?ref_=ls_t_24
25. Captain Corelli's Mandolin,"https://m.media-amazon.com/images/M/MV5BNzc0MmRmZDAtZWRjYi00ODM3LTllZDEtNjljMjNiMzgxZDcyXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_QL75_UY207_CR0,0,140,207_.jpg",2001,2h 11m,15,5.9,(36K),36,"When a fisherman leaves to fight with the Greek army during World War II, his fiancée falls in love with the local Italian commander.",Rob Cohen,Ridley Scott,https://www.imdb.com/title/tt0238112/?ref_=ls_t_25
1. Skyfall,"https://m.media-amazon.com/images/M/MV5BMzQzODYyNjg0OV5BMl5BanBnXkFtZTcwMjQ0OTY0OA@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2012,2h 23m,12A,7.8,(736K),81,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",Sam Mendes,Sam Mendes,https://www.imdb.com/title/tt1074638/?ref_=ls_t_1
2. Spider-Man 3,"https://m.media-amazon.com/images/M/MV5BYTk3MDljOWQtNGI2My00OTEzLTlhYjQtOTQ4ODM2MzUwY2IwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX140_CR0,0,140,207_.jpg",2007,2h 19m,12A,6.3,(646K),59,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",Sam Raimi,Daniel Craig,https://www.imdb.com/title/tt0413300/?ref_=ls_t_2
3. Spectre,"https://m.media-amazon.com/images/M/MV5BOWQ1MDE1NzgtNTQ4OC00ZjliLTllZDAtN2IyOTVmMTc5YjUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,0,140,207_.jpg",2015,2h 28m,12A,6.8,(470K),60,"A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions.",Sam Mendes,Javier Bardem,https://www.imdb.com/title/tt2379713/?ref_=ls_t_3
4. Spider-Man,"https://m.media-amazon.com/images/M/MV5BZDEyN2NhMjgtMjdhNi00MmNlLWE5YTgtZGE4MzNjMTRlMGEwXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_QL75_UY207_CR0,0,140,207_.jpg",2002,2h 1m,PG,7.4,(892K),73,"After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.",Sam Raimi,Naomie Harris,https://www.imdb.com/title/tt0145487/?ref_=ls_t_4
5. Spider-Man 2,"https://m.media-amazon.com/images/M/MV5BMzY2ODk4NmUtOTVmNi00ZTdkLTlmOWYtMmE2OWVhNTU2OTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR6,0,140,207_.jpg",2004,2h 7m,PG,7.5,(719K),83,Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.,Sam Raimi,Sam Raimi,https://www.imdb.com/title/tt0316654/?ref_=ls_t_5
6. 2012,"https://m.media-amazon.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2009,2h 38m,12A,5.8,(402K),49,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,Roland Emmerich,Tobey Maguire,https://www.imdb.com/title/tt1190080/?ref_=ls_t_6
7. The Da Vinci Code,"https://m.media-amazon.com/images/M/MV5BMjIxMjQyMTc3Nl5BMl5BanBnXkFtZTcwMTA1MDUzMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2006,2h 29m,PG-13,6.6,(463K),46,"A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity.",Ron Howard,Kirsten Dunst,https://www.imdb.com/title/tt0382625/?ref_=ls_t_7
8. The Amazing Spider-Man,"https://m.media-amazon.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2012,2h 16m,12A,6.9,(711K),66,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.",Marc Webb,Topher Grace,https://www.imdb.com/title/tt0948470/?ref_=ls_t_8
9. The Amazing Spider-Man 2,"https://m.media-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_QL75_UX140_CR0,0,140,207_.jpg",2014,2h 22m,12A,6.6,(545K),53,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",Marc Webb,Sam Mendes,https://www.imdb.com/title/tt1872181/?ref_=ls_t_9
10. Hancock,"https://m.media-amazon.com/images/M/MV5BMTgyMzc4ODU3NV5BMl5BanBnXkFtZTcwNjk5Mzc1MQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2008,1h 32m,12A,6.4,(517K),49,Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,Peter Berg,Daniel Craig,https://www.imdb.com/title/tt0448157/?ref_=ls_t_10
11. Men in Black 3,"https://m.media-amazon.com/images/M/MV5BMTU2NTYxODcwMF5BMl5BanBnXkFtZTcwNDk1NDY0Nw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2012,1h 46m,PG,6.8,(391K),58,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,Barry Sonnenfeld,Christoph Waltz,https://www.imdb.com/title/tt1409024/?ref_=ls_t_11
12. Casino Royale,"https://m.media-amazon.com/images/M/MV5BMTM5MjI4NDExNF5BMl5BanBnXkFtZTcwMDM1MjMzMQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2006,2h 24m,15,8.0,(700K),80,"After earning a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, in Montenegro.",Martin Campbell,Léa Seydoux,https://www.imdb.com/title/tt0381061/?ref_=ls_t_12
13. Men in Black,"https://m.media-amazon.com/images/M/MV5BOTlhYTVkMDktYzIyNC00NzlkLTlmN2ItOGEyMWQ4OTA2NDdmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1997,1h 38m,12,7.3,(621K),72,"James, an NYC cop, is hired by Agent K of a secret government agency that monitors extraterrestrial life on Earth. Together, they must recover an item that has been stolen by an intergalactic villain.",Barry Sonnenfeld,Sam Raimi,https://www.imdb.com/title/tt0119654/?ref_=ls_t_13
14. Quantum of Solace,"https://m.media-amazon.com/images/M/MV5BMzhjYzlmYjQtYmU0Yy00NjNkLWFmOTQtZjQxZWU4NjY1Y2M4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,0,140,207_.jpg",2008,1h 46m,12A,6.5,(474K),58,James Bond tries to stop an organisation from eliminating a country's most valuable resource.,Marc Forster,Tobey Maguire,https://www.imdb.com/title/tt0830515/?ref_=ls_t_14
